name	ncbi	Continental	Mediterranean	Mountains, NOT ALPINE, ARCTIC, SUBARCTIC, OR SUBALPINE	Arctic/Alpine	Subarctic/Subalpine/Boreal/Subantarctcic/Austral	Temperate	Subropical	Tropical	Humid	Arid/semi-arid?	Latitude_value	Climate type / Climate zone of sample site_value	Soil ph_value	Mean annual temperature (MAT)_value	Mean sum of annual precipitation (PPT / MAP / TAP)_value	Vegetation type / Biome_value	Mean annual VPD_value	Mean annual sum of potential evapotranspiration (PET)_value	Altitude_value	Mean temperature during growth season_value	Number of floristic zones_value	Annual precipitation_value	pH, Minimum_value	pH, Maximum_value	Growth temperature_value	Treatment light_value	Temperature of coldest month at origin (mean or max)_value	Temperature of warmest month at origin (mean or max)_value
Acacia auriculiformis	ncbitaxon:205027	1	0	0	0	0	0	0	0	1	0	-12.366667	Continental	6.06	27.687679	1375.0246	TR	1.18	1459	31	27.30833333
Macroptilium atropurpureum	ncbitaxon:90550	1	0	0	0	0	0	0	0	1	0	-12.366667	Continental	6.06	27.687679	1375.0246
Eucalyptus tetrodonta	ncbitaxon:183856	1	0	0	0	0	0	0	0	1	0	-12.433333	Continental	6.06	27.687679	1375.0246	TR	1.18	1459	31	27.30833333
Huperzia selago	ncbitaxon:70001	1	0	0	0	1	0	0	0	0	0	74.4666667	Continental	6.18499994	-9.8	223	Forest tundra					8	1472.352365
Vaccinium uliginosum	ncbitaxon:190548	1	0	0	0	1	0	0	0	0	0	74.4666667	Continental	5.51000023	-9.8	223	GRASSLAND	0.1367970865	339.3775	360	10.03333333	4	1896.633095	4.5	5.7
Agrostis stolonifera	ncbitaxon:63632	1	0	0	0	0	1	0	0	0	0	-45.8904	Continental	5.29	10.0083333	727	Floodplain meadow					5	1101.060143	5.1	7.5
Acer saccharum	ncbitaxon:4024	1	0	0	0	0	1	0	0	1	0	47.05	Continental	5.14	3.3	1242	TEMP	0.2657642297	774.7	340	13.55082251			3.7	7.3	20	2	-4	22
Bougainvillea spectabilis	ncbitaxon:146096	1	0	0	0	0	1	0	0	0	0	-22.816667	Continental	5.275	25	800		1.423939033	1313.525	76	25.94166667
Pereskia aculeata	ncbitaxon:3597	1	0	0	0	0	1	0	0	0	0	-22.816667	Continental	5.275	25	800
Picea abies	ncbitaxon:3329	1	0	0	0	0	1	0	0	0	0	64.2167	Continental	4.79799986	1	588	TEMP	0.29	657	150	13.8	3	1054.35731			21	2	-8.7	14.4
Pinus sylvestris	ncbitaxon:3349	1	0	0	0	0	0	0	0	0	0	64.2167	Continental	4.79799986	1	588	GRASSLAND	0.29	657	360	11.225	3	1929.924808	5	7.5	21	2
