 	Auditory	Breast	Cancer	Cardiovascular	Connective tissue	Digestive	Visual	Endocrine	Hematologic	Immune	Inflammatory	Injury	Integumentary	Infectious	Metabolic	Musculoskeletal	Nervous	Nutritional	Otorhinolaryngologic	Poisoning	Psychiatric	Respiratory	Urinary
Brocchinia	0.0	0.0	0.0	0.0	0.0	0.3076923076923077	0.0	0.07692307692307693	0.0	0.15384615384615385	0.23076923076923078	0.0	0.0	0.15384615384615385	0.07692307692307693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caulerpa	0.0	0.0	0.041666666666666664	0.0	0.08333333333333333	0.08333333333333333	0.0	0.125	0.041666666666666664	0.08333333333333333	0.08333333333333333	0.0	0.0	0.041666666666666664	0.125	0.08333333333333333	0.041666666666666664	0.125	0.0	0.0	0.041666666666666664	0.0	0.0
Myristica	0.0	0.0	0.041666666666666664	0.03125	0.03125	0.18229166666666666	0.0	0.08333333333333333	0.03125	0.052083333333333336	0.078125	0.046875	0.010416666666666666	0.0625	0.06770833333333333	0.0625	0.09375	0.041666666666666664	0.0	0.0	0.057291666666666664	0.015625	0.010416666666666666
Peucedanum	0.0	0.0	0.0	0.0	0.0	0.03225806451612903	0.0	0.1935483870967742	0.0	0.03225806451612903	0.06451612903225806	0.0	0.0	0.0	0.22580645161290322	0.03225806451612903	0.03225806451612903	0.22580645161290322	0.06451612903225806	0.0	0.03225806451612903	0.06451612903225806	0.0
Xanthium	0.0	0.022727272727272728	0.06818181818181818	0.011363636363636364	0.07954545454545454	0.10227272727272728	0.0	0.07954545454545454	0.022727272727272728	0.11363636363636363	0.09090909090909091	0.011363636363636364	0.056818181818181816	0.03409090909090909	0.056818181818181816	0.07954545454545454	0.011363636363636364	0.0	0.06818181818181818	0.011363636363636364	0.011363636363636364	0.06818181818181818	0.0
Commiphora	0.0	0.0	0.034482758620689655	0.028735632183908046	0.028735632183908046	0.16091954022988506	0.0	0.08045977011494253	0.028735632183908046	0.09195402298850575	0.09195402298850575	0.022988505747126436	0.022988505747126436	0.13793103448275862	0.08620689655172414	0.05172413793103448	0.05172413793103448	0.022988505747126436	0.005747126436781609	0.0	0.011494252873563218	0.017241379310344827	0.022988505747126436
Impatiens	0.0	0.0	0.14814814814814814	0.037037037037037035	0.16666666666666666	0.1111111111111111	0.0	0.018518518518518517	0.0	0.14814814814814814	0.018518518518518517	0.018518518518518517	0.09259259259259259	0.037037037037037035	0.0	0.16666666666666666	0.018518518518518517	0.0	0.0	0.0	0.018518518518518517	0.0	0.0
Ruta	0.0	0.017543859649122806	0.0935672514619883	0.0	0.05847953216374269	0.10526315789473684	0.0	0.05263157894736842	0.03508771929824561	0.08771929824561403	0.12280701754385964	0.005847953216374269	0.08771929824561403	0.0935672514619883	0.04093567251461988	0.07602339181286549	0.06432748538011696	0.0	0.0	0.0	0.023391812865497075	0.03508771929824561	0.0
Gynochthodes	0.0	0.0	0.007936507936507936	0.047619047619047616	0.09523809523809523	0.047619047619047616	0.0	0.031746031746031744	0.007936507936507936	0.03968253968253968	0.05555555555555555	0.015873015873015872	0.023809523809523808	0.031746031746031744	0.047619047619047616	0.10317460317460317	0.1984126984126984	0.007936507936507936	0.0	0.0	0.1984126984126984	0.015873015873015872	0.023809523809523808
Croton	0.0	0.022598870056497175	0.07909604519774012	0.011299435028248588	0.03954802259887006	0.2033898305084746	0.0	0.07909604519774012	0.03389830508474576	0.062146892655367235	0.07344632768361582	0.0903954802259887	0.011299435028248588	0.0847457627118644	0.062146892655367235	0.04519774011299435	0.02824858757062147	0.0	0.005649717514124294	0.0	0.011299435028248588	0.05649717514124294	0.0
Hansenia	0.0	0.0	0.0	0.0	0.19230769230769232	0.0	0.0	0.0	0.0	0.19230769230769232	0.11538461538461539	0.0	0.07692307692307693	0.0	0.0	0.23076923076923078	0.0	0.0	0.07692307692307693	0.0	0.0	0.11538461538461539	0.0
Tripterygium	0.0	0.007416563658838072	0.038318912237330034	0.003708281829419036	0.12360939431396786	0.05067985166872682	0.0	0.037082818294190356	0.03955500618046971	0.17058096415327564	0.16440049443757726	0.003708281829419036	0.019777503090234856	0.02595797280593325	0.027194066749072928	0.13720642768850433	0.027194066749072928	0.006180469715698393	0.002472187886279357	0.0	0.003708281829419036	0.009888751545117428	0.10135970333745364
Nekemias	0.0	0.03333333333333333	0.1	0.16666666666666666	0.03333333333333333	0.06666666666666667	0.0	0.03333333333333333	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.0	0.0	0.03333333333333333	0.06666666666666667	0.06666666666666667	0.0	0.0	0.0	0.03333333333333333	0.1	0.0
Helicteres	0.0	0.0	0.06451612903225806	0.0	0.03225806451612903	0.1935483870967742	0.0	0.06451612903225806	0.0	0.03225806451612903	0.12903225806451613	0.0	0.06451612903225806	0.16129032258064516	0.03225806451612903	0.03225806451612903	0.03225806451612903	0.0	0.0	0.0	0.03225806451612903	0.12903225806451613	0.0
Saussurea	0.0	0.041666666666666664	0.125	0.011904761904761904	0.05952380952380952	0.15476190476190477	0.005952380952380952	0.07142857142857142	0.011904761904761904	0.09523809523809523	0.10119047619047619	0.03571428571428571	0.047619047619047616	0.041666666666666664	0.02976190476190476	0.07142857142857142	0.017857142857142856	0.005952380952380952	0.005952380952380952	0.0	0.0	0.05952380952380952	0.005952380952380952
Gardenia	0.0	0.0	0.02702702702702703	0.05405405405405406	0.016216216216216217	0.1945945945945946	0.0	0.15675675675675677	0.005405405405405406	0.032432432432432434	0.07567567567567568	0.005405405405405406	0.016216216216216217	0.04864864864864865	0.08108108108108109	0.016216216216216217	0.14054054054054055	0.005405405405405406	0.005405405405405406	0.0	0.0918918918918919	0.016216216216216217	0.010810810810810811
Abelmoschus	0.0	0.0	0.0	0.011627906976744186	0.0	0.1511627906976744	0.0	0.09302325581395349	0.011627906976744186	0.03488372093023256	0.08139534883720931	0.0	0.023255813953488372	0.08139534883720931	0.05813953488372093	0.03488372093023256	0.08139534883720931	0.0	0.0	0.0	0.06976744186046512	0.0	0.26744186046511625
Achyranthes	0.0	0.006024096385542169	0.024096385542168676	0.03614457831325301	0.13253012048192772	0.07228915662650602	0.0	0.04216867469879518	0.018072289156626505	0.0783132530120482	0.0963855421686747	0.0	0.006024096385542169	0.07228915662650602	0.060240963855421686	0.1686746987951807	0.07228915662650602	0.0	0.006024096385542169	0.0	0.012048192771084338	0.03614457831325301	0.060240963855421686
Calendula	0.0	0.037037037037037035	0.07407407407407407	0.0	0.0	0.13580246913580246	0.0	0.07407407407407407	0.0	0.04938271604938271	0.2716049382716049	0.037037037037037035	0.12345679012345678	0.1111111111111111	0.012345679012345678	0.037037037037037035	0.024691358024691357	0.0	0.0	0.0	0.0	0.0	0.012345679012345678
Sarcocephalus	0.0	0.0	0.0	0.0	0.07692307692307693	0.23076923076923078	0.0	0.23076923076923078	0.07692307692307693	0.15384615384615385	0.0	0.0	0.0	0.07692307692307693	0.07692307692307693	0.07692307692307693	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alpinia	0.0	0.017543859649122806	0.06578947368421052	0.02631578947368421	0.043859649122807015	0.10964912280701754	0.0	0.07456140350877193	0.0043859649122807015	0.06140350877192982	0.09649122807017543	0.013157894736842105	0.043859649122807015	0.06578947368421052	0.06578947368421052	0.05263157894736842	0.10526315789473684	0.017543859649122806	0.0043859649122807015	0.0	0.07017543859649122	0.039473684210526314	0.021929824561403508
Kadsura	0.0	0.0	0.0	0.0	0.045454545454545456	0.18181818181818182	0.0	0.13636363636363635	0.045454545454545456	0.09090909090909091	0.13636363636363635	0.0	0.045454545454545456	0.18181818181818182	0.0	0.045454545454545456	0.045454545454545456	0.0	0.0	0.0	0.045454545454545456	0.0	0.0
Tanacetum	0.0	0.0	0.010416666666666666	0.140625	0.07291666666666667	0.026041666666666668	0.0	0.020833333333333332	0.015625	0.109375	0.10416666666666667	0.005208333333333333	0.078125	0.08854166666666667	0.010416666666666666	0.08333333333333333	0.15625	0.0	0.020833333333333332	0.0	0.005208333333333333	0.046875	0.005208333333333333
Pinellia	0.0	0.02	0.16	0.02	0.02	0.0	0.0	0.06	0.02	0.1	0.06	0.0	0.0	0.18	0.02	0.04	0.02	0.02	0.02	0.0	0.02	0.2	0.02
Shorea	0.0	0.0	0.0	0.06896551724137931	0.034482758620689655	0.1724137931034483	0.0	0.10344827586206896	0.034482758620689655	0.034482758620689655	0.13793103448275862	0.0	0.06896551724137931	0.13793103448275862	0.10344827586206896	0.034482758620689655	0.034482758620689655	0.0	0.0	0.0	0.0	0.034482758620689655	0.0
Sasa	0.0	0.0	0.08333333333333333	0.0	0.0	0.08333333333333333	0.0	0.16666666666666666	0.0	0.0	0.08333333333333333	0.0	0.08333333333333333	0.08333333333333333	0.16666666666666666	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.08333333333333333	0.08333333333333333
Broussonetia	0.0	0.037037037037037035	0.05555555555555555	0.018518518518518517	0.0	0.12962962962962962	0.0	0.14814814814814814	0.018518518518518517	0.07407407407407407	0.14814814814814814	0.0	0.037037037037037035	0.07407407407407407	0.05555555555555555	0.0	0.05555555555555555	0.018518518518518517	0.018518518518518517	0.018518518518518517	0.05555555555555555	0.018518518518518517	0.018518518518518517
Bomarea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.9375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tarasa	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leea	0.0	0.0	0.125	0.125	0.0	0.125	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.25	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125
Actinodaphne	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.16666666666666666	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16666666666666666
Gynostemma	0.0	0.0	0.11290322580645161	0.06854838709677419	0.0	0.22580645161290322	0.0	0.1814516129032258	0.020161290322580645	0.020161290322580645	0.020161290322580645	0.012096774193548387	0.0	0.016129032258064516	0.14112903225806453	0.008064516129032258	0.056451612903225805	0.036290322580645164	0.0	0.0	0.024193548387096774	0.056451612903225805	0.0
Persicaria	0.0	0.008403361344537815	0.01680672268907563	0.03361344537815126	0.05042016806722689	0.15966386554621848	0.0	0.08403361344537816	0.04201680672268908	0.08403361344537816	0.07563025210084033	0.01680672268907563	0.03361344537815126	0.11764705882352941	0.058823529411764705	0.08403361344537816	0.01680672268907563	0.058823529411764705	0.008403361344537815	0.0	0.01680672268907563	0.025210084033613446	0.008403361344537815
Flemingia	0.0	0.0	0.043478260869565216	0.0	0.17391304347826086	0.13043478260869565	0.0	0.0	0.0	0.13043478260869565	0.043478260869565216	0.043478260869565216	0.0	0.043478260869565216	0.0	0.17391304347826086	0.13043478260869565	0.0	0.0	0.0	0.08695652173913043	0.0	0.0
Isodon	0.0	0.022058823529411766	0.22058823529411764	0.022058823529411766	0.03676470588235294	0.20588235294117646	0.0	0.08088235294117647	0.022058823529411766	0.051470588235294115	0.08088235294117647	0.007352941176470588	0.014705882352941176	0.051470588235294115	0.014705882352941176	0.058823529411764705	0.051470588235294115	0.0	0.007352941176470588	0.0	0.0	0.03676470588235294	0.014705882352941176
Prosopis	0.015151515151515152	0.06060606060606061	0.07575757575757576	0.030303030303030304	0.030303030303030304	0.13636363636363635	0.0	0.13636363636363635	0.030303030303030304	0.06060606060606061	0.06060606060606061	0.0	0.0	0.045454545454545456	0.12121212121212122	0.030303030303030304	0.015151515151515152	0.0	0.045454545454545456	0.0	0.0	0.10606060606060606	0.0
Macaranga	0.0	0.0	0.0625	0.0	0.0	0.1875	0.0	0.0625	0.0	0.0	0.3125	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fagonia	0.0	0.025	0.025	0.05	0.025	0.2	0.0	0.175	0.05	0.05	0.025	0.0	0.025	0.075	0.125	0.025	0.0	0.0	0.025	0.0	0.0	0.05	0.05
Nasturtium	0.0	0.017391304347826087	0.05217391304347826	0.0	0.017391304347826087	0.043478260869565216	0.0	0.034782608695652174	0.1826086956521739	0.008695652173913044	0.06086956521739131	0.0	0.1826086956521739	0.23478260869565218	0.034782608695652174	0.017391304347826087	0.02608695652173913	0.008695652173913044	0.0	0.0	0.017391304347826087	0.043478260869565216	0.017391304347826087
Rhynchosia	0.0	0.0	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.0	0.0	0.3333333333333333	0.0	0.0	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0
Sanguisorba	0.0	0.016666666666666666	0.08333333333333333	0.03333333333333333	0.03333333333333333	0.16666666666666666	0.0	0.03333333333333333	0.05	0.06666666666666667	0.05	0.06666666666666667	0.11666666666666667	0.1	0.08333333333333333	0.05	0.0	0.016666666666666666	0.0	0.0	0.0	0.016666666666666666	0.016666666666666666
Dacryodes	0.0	0.0	0.0	0.0	0.041666666666666664	0.20833333333333334	0.0	0.16666666666666666	0.08333333333333333	0.041666666666666664	0.041666666666666664	0.041666666666666664	0.0	0.08333333333333333	0.125	0.041666666666666664	0.041666666666666664	0.0	0.0	0.0	0.041666666666666664	0.0	0.041666666666666664
Swietenia	0.0	0.0	0.0	0.0	0.0	0.2619047619047619	0.0	0.2619047619047619	0.0	0.023809523809523808	0.047619047619047616	0.0	0.047619047619047616	0.07142857142857142	0.2619047619047619	0.0	0.0	0.023809523809523808	0.0	0.0	0.0	0.0	0.0
Narthecium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045454545454545456	0.0	0.2727272727272727	0.0	0.18181818181818182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5
Paris	0.0	0.07042253521126761	0.30985915492957744	0.014084507042253521	0.04225352112676056	0.08450704225352113	0.0	0.07042253521126761	0.04225352112676056	0.014084507042253521	0.028169014084507043	0.0	0.0	0.09859154929577464	0.014084507042253521	0.04225352112676056	0.056338028169014086	0.0	0.0	0.0	0.0	0.09859154929577464	0.014084507042253521
Cynomorium	0.0	0.0	0.11764705882352941	0.0	0.11764705882352941	0.17647058823529413	0.0	0.058823529411764705	0.0	0.0	0.058823529411764705	0.0	0.0	0.058823529411764705	0.0	0.11764705882352941	0.11764705882352941	0.0	0.0	0.0	0.058823529411764705	0.058823529411764705	0.058823529411764705
Mitragyna	0.0	0.0	0.029411764705882353	0.0	0.0	0.14705882352941177	0.0	0.14705882352941177	0.058823529411764705	0.058823529411764705	0.0	0.0	0.0	0.058823529411764705	0.029411764705882353	0.0	0.2647058823529412	0.0	0.0	0.0	0.20588235294117646	0.0	0.0
Syntrichia	0.0	0.2	0.2	0.0	0.0	0.2	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Toxicodendron	0.0	0.03125	0.1484375	0.015625	0.03125	0.171875	0.0	0.1015625	0.0234375	0.0703125	0.1328125	0.0078125	0.0859375	0.046875	0.0390625	0.03125	0.0234375	0.0078125	0.0	0.0	0.0078125	0.015625	0.0078125
Chaenomeles	0.0	0.0	0.0425531914893617	0.0	0.02127659574468085	0.14893617021276595	0.0	0.02127659574468085	0.0	0.0851063829787234	0.14893617021276595	0.06382978723404255	0.02127659574468085	0.14893617021276595	0.06382978723404255	0.0425531914893617	0.02127659574468085	0.0425531914893617	0.0	0.0	0.0	0.1276595744680851	0.0
Euphrasia	0.0	0.020833333333333332	0.020833333333333332	0.0	0.020833333333333332	0.1875	0.0	0.16666666666666666	0.0	0.020833333333333332	0.125	0.020833333333333332	0.0	0.0625	0.20833333333333334	0.0625	0.020833333333333332	0.0625	0.0	0.0	0.0	0.0	0.0
Sapindus	0.0	0.021739130434782608	0.043478260869565216	0.08695652173913043	0.043478260869565216	0.08695652173913043	0.0	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.13043478260869565	0.043478260869565216	0.06521739130434782	0.06521739130434782	0.06521739130434782	0.043478260869565216	0.10869565217391304	0.0	0.0	0.0	0.021739130434782608	0.043478260869565216	0.0
Bruguiera	0.0	0.0	0.0	0.0	0.0	0.21052631578947367	0.0	0.10526315789473684	0.10526315789473684	0.10526315789473684	0.10526315789473684	0.0	0.0	0.2631578947368421	0.10526315789473684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhizophora	0.0	0.0	0.022222222222222223	0.0	0.022222222222222223	0.26666666666666666	0.0	0.17777777777777778	0.022222222222222223	0.044444444444444446	0.06666666666666667	0.044444444444444446	0.0	0.08888888888888889	0.15555555555555556	0.022222222222222223	0.022222222222222223	0.022222222222222223	0.0	0.0	0.022222222222222223	0.0	0.0
Tabernaemontana	0.0	0.034482758620689655	0.034482758620689655	0.0	0.0	0.13793103448275862	0.0	0.13793103448275862	0.06896551724137931	0.06896551724137931	0.13793103448275862	0.034482758620689655	0.10344827586206896	0.10344827586206896	0.034482758620689655	0.0	0.034482758620689655	0.0	0.0	0.0	0.0	0.06896551724137931	0.0
Trillium	0.0	0.07142857142857142	0.21428571428571427	0.03571428571428571	0.0	0.10714285714285714	0.0	0.0	0.03571428571428571	0.0	0.07142857142857142	0.03571428571428571	0.0	0.07142857142857142	0.03571428571428571	0.0	0.10714285714285714	0.03571428571428571	0.0	0.0	0.07142857142857142	0.10714285714285714	0.0
Aframomum	0.0	0.0	0.09090909090909091	0.0	0.09090909090909091	0.09090909090909091	0.0	0.18181818181818182	0.0	0.09090909090909091	0.0	0.0	0.0	0.2727272727272727	0.0	0.09090909090909091	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0
Antirhea	0.0	0.034482758620689655	0.06896551724137931	0.034482758620689655	0.13793103448275862	0.0	0.034482758620689655	0.0	0.0	0.10344827586206896	0.10344827586206896	0.0	0.0	0.06896551724137931	0.0	0.1724137931034483	0.10344827586206896	0.0	0.0	0.0	0.034482758620689655	0.06896551724137931	0.034482758620689655
Erigeron	0.0	0.0	0.013888888888888888	0.2361111111111111	0.041666666666666664	0.1111111111111111	0.0	0.08333333333333333	0.027777777777777776	0.05555555555555555	0.041666666666666664	0.013888888888888888	0.013888888888888888	0.041666666666666664	0.08333333333333333	0.05555555555555555	0.09722222222222222	0.013888888888888888	0.0	0.013888888888888888	0.013888888888888888	0.027777777777777776	0.013888888888888888
Tribulus	0.0	0.02027027027027027	0.04054054054054054	0.08783783783783784	0.033783783783783786	0.0945945945945946	0.0	0.11486486486486487	0.006756756756756757	0.033783783783783786	0.0472972972972973	0.006756756756756757	0.033783783783783786	0.013513513513513514	0.0945945945945946	0.04054054054054054	0.12837837837837837	0.013513513513513514	0.0	0.0	0.08108108108108109	0.02027027027027027	0.08783783783783784
Inula	0.0	0.06338028169014084	0.11267605633802817	0.09859154929577464	0.02112676056338028	0.11971830985915492	0.0	0.09154929577464789	0.02112676056338028	0.056338028169014086	0.056338028169014086	0.0	0.06338028169014084	0.02112676056338028	0.09154929577464789	0.02112676056338028	0.02112676056338028	0.007042253521126761	0.007042253521126761	0.0	0.007042253521126761	0.11971830985915492	0.0
Daphne	0.0	0.023255813953488372	0.06976744186046512	0.0	0.16279069767441862	0.06976744186046512	0.0	0.046511627906976744	0.023255813953488372	0.18604651162790697	0.13953488372093023	0.0	0.0	0.046511627906976744	0.0	0.18604651162790697	0.0	0.0	0.0	0.0	0.0	0.046511627906976744	0.0
Cistus	0.0	0.0	0.0	0.02702702702702703	0.05405405405405406	0.10810810810810811	0.0	0.05405405405405406	0.0	0.08108108108108109	0.05405405405405406	0.05405405405405406	0.02702702702702703	0.2702702702702703	0.05405405405405406	0.05405405405405406	0.05405405405405406	0.0	0.0	0.0	0.05405405405405406	0.05405405405405406	0.0
Anchusa	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.2	0.0
Eugenia	0.0	0.0	0.046511627906976744	0.046511627906976744	0.023255813953488372	0.18604651162790697	0.0	0.13953488372093023	0.0	0.023255813953488372	0.09302325581395349	0.023255813953488372	0.0	0.11627906976744186	0.13953488372093023	0.09302325581395349	0.046511627906976744	0.0	0.0	0.0	0.023255813953488372	0.0	0.0
Dalbergia	0.0	0.0	0.0	0.0	0.18	0.06	0.0	0.02	0.02	0.08	0.16	0.02	0.08	0.12	0.02	0.18	0.02	0.0	0.0	0.0	0.0	0.04	0.0
Dipsacus	0.0	0.0	0.06666666666666667	0.1	0.2	0.1	0.0	0.03333333333333333	0.0	0.1	0.06666666666666667	0.0	0.0	0.03333333333333333	0.0	0.2	0.03333333333333333	0.0	0.0	0.0	0.03333333333333333	0.0	0.03333333333333333
Typhonium	0.0	0.06666666666666667	0.13333333333333333	0.0	0.06666666666666667	0.13333333333333333	0.0	0.0	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.0	0.13333333333333333	0.0	0.0	0.0	0.0	0.0	0.06666666666666667	0.0
Polygonum	0.0	0.006756756756756757	0.060810810810810814	0.05405405405405406	0.033783783783783786	0.1554054054054054	0.0	0.11486486486486487	0.02702702702702703	0.033783783783783786	0.10135135135135136	0.0	0.02702702702702703	0.07432432432432433	0.12162162162162163	0.07432432432432433	0.013513513513513514	0.033783783783783786	0.006756756756756757	0.0	0.0	0.04054054054054054	0.02027027027027027
Yucca	0.0	0.0	0.024390243902439025	0.07317073170731707	0.024390243902439025	0.14634146341463414	0.024390243902439025	0.07317073170731707	0.024390243902439025	0.04878048780487805	0.0975609756097561	0.024390243902439025	0.024390243902439025	0.24390243902439024	0.024390243902439025	0.024390243902439025	0.04878048780487805	0.0	0.0	0.0	0.0	0.024390243902439025	0.04878048780487805
Schoenoplectus	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.125	0.125	0.0	0.0	0.125	0.0	0.125	0.125	0.0	0.0	0.0	0.125	0.0	0.125
Pediomelum	0.0	0.0	0.1724137931034483	0.0	0.1724137931034483	0.0	0.0	0.0	0.1896551724137931	0.1896551724137931	0.017241379310344827	0.0	0.0	0.034482758620689655	0.0	0.1896551724137931	0.017241379310344827	0.0	0.0	0.0	0.0	0.017241379310344827	0.0
Morella	0.0	0.029411764705882353	0.08823529411764706	0.029411764705882353	0.029411764705882353	0.14705882352941177	0.0	0.029411764705882353	0.058823529411764705	0.029411764705882353	0.058823529411764705	0.029411764705882353	0.029411764705882353	0.08823529411764706	0.08823529411764706	0.058823529411764705	0.029411764705882353	0.029411764705882353	0.029411764705882353	0.0	0.0	0.11764705882352941	0.0
Matricaria	0.0	0.005	0.02	0.035	0.04	0.14	0.0	0.06	0.025	0.08	0.1	0.055	0.04	0.035	0.07	0.055	0.115	0.0	0.02	0.0	0.08	0.025	0.0
Cassia	0.0	0.03125	0.0625	0.015625	0.03125	0.203125	0.0	0.140625	0.046875	0.0625	0.046875	0.0	0.046875	0.078125	0.109375	0.046875	0.015625	0.015625	0.0	0.0	0.015625	0.0	0.03125
Cistanche	0.0	0.017241379310344827	0.05172413793103448	0.034482758620689655	0.10344827586206896	0.1206896551724138	0.0	0.05172413793103448	0.0	0.034482758620689655	0.034482758620689655	0.017241379310344827	0.034482758620689655	0.034482758620689655	0.017241379310344827	0.13793103448275862	0.13793103448275862	0.0	0.017241379310344827	0.0	0.08620689655172414	0.034482758620689655	0.034482758620689655
Hippophae	0.0	0.025	0.05416666666666667	0.1125	0.008333333333333333	0.15416666666666667	0.0	0.10833333333333334	0.008333333333333333	0.05	0.075	0.06666666666666667	0.029166666666666667	0.03333333333333333	0.1	0.008333333333333333	0.05416666666666667	0.041666666666666664	0.004166666666666667	0.0	0.0125	0.04583333333333333	0.008333333333333333
Vitex	0.0	0.01293103448275862	0.0603448275862069	0.01293103448275862	0.06896551724137931	0.10344827586206896	0.017241379310344827	0.09913793103448276	0.02586206896551724	0.09482758620689655	0.10344827586206896	0.0	0.01293103448275862	0.07758620689655173	0.0603448275862069	0.07327586206896551	0.07758620689655173	0.008620689655172414	0.008620689655172414	0.0	0.03879310344827586	0.04310344827586207	0.0
Quassia	0.0	0.0	0.0	0.0	0.0	0.1951219512195122	0.0	0.14634146341463414	0.12195121951219512	0.12195121951219512	0.04878048780487805	0.07317073170731707	0.0975609756097561	0.17073170731707318	0.024390243902439025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Agave	0.0	0.0	0.0	0.0	0.0	0.08108108108108109	0.0	0.10810810810810811	0.0	0.05405405405405406	0.1891891891891892	0.02702702702702703	0.2702702702702703	0.05405405405405406	0.10810810810810811	0.0	0.0	0.10810810810810811	0.0	0.0	0.0	0.0	0.0
Cymbopogon	0.0	0.023076923076923078	0.023076923076923078	0.007692307692307693	0.007692307692307693	0.15384615384615385	0.0	0.1076923076923077	0.07692307692307693	0.07692307692307693	0.06153846153846154	0.007692307692307693	0.06923076923076923	0.15384615384615385	0.05384615384615385	0.038461538461538464	0.06153846153846154	0.007692307692307693	0.0	0.0	0.03076923076923077	0.015384615384615385	0.023076923076923078
Vachellia	0.0	0.01652892561983471	0.03305785123966942	0.01652892561983471	0.008264462809917356	0.23140495867768596	0.0	0.14049586776859505	0.03305785123966942	0.024793388429752067	0.10743801652892562	0.008264462809917356	0.04132231404958678	0.1322314049586777	0.10743801652892562	0.024793388429752067	0.024793388429752067	0.008264462809917356	0.0	0.0	0.0	0.04132231404958678	0.0
Copaifera	0.0	0.0125	0.05	0.05	0.0375	0.1	0.0	0.025	0.0	0.075	0.15	0.0875	0.0375	0.1875	0.0	0.0625	0.0	0.0	0.0125	0.0	0.0	0.05	0.0625
Lysimachia	0.0	0.0	0.1282051282051282	0.02564102564102564	0.02564102564102564	0.10256410256410256	0.0	0.15384615384615385	0.02564102564102564	0.02564102564102564	0.07692307692307693	0.02564102564102564	0.02564102564102564	0.1282051282051282	0.05128205128205128	0.02564102564102564	0.02564102564102564	0.05128205128205128	0.02564102564102564	0.0	0.02564102564102564	0.05128205128205128	0.0
Mimusops	0.0	0.0	0.0	0.07407407407407407	0.0	0.2222222222222222	0.0	0.07407407407407407	0.037037037037037035	0.037037037037037035	0.07407407407407407	0.1111111111111111	0.0	0.1111111111111111	0.037037037037037035	0.0	0.1111111111111111	0.0	0.0	0.0	0.07407407407407407	0.0	0.037037037037037035
Gmelina	0.0	0.0	0.0	0.0	0.058823529411764705	0.17647058823529413	0.0	0.058823529411764705	0.058823529411764705	0.11764705882352941	0.058823529411764705	0.0	0.058823529411764705	0.23529411764705882	0.058823529411764705	0.058823529411764705	0.0	0.0	0.0	0.0	0.0	0.0	0.058823529411764705
Tacca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.0	0.0	0.14285714285714285	0.2857142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0
Bupleurum	0.0	0.0	0.039603960396039604	0.0	0.019801980198019802	0.16831683168316833	0.0	0.13861386138613863	0.019801980198019802	0.039603960396039604	0.06930693069306931	0.0891089108910891	0.0	0.039603960396039604	0.009900990099009901	0.039603960396039604	0.09900990099009901	0.009900990099009901	0.019801980198019802	0.0	0.07920792079207921	0.07920792079207921	0.039603960396039604
Hintonia	0.0	0.0	0.0	0.0	0.0	0.2682926829268293	0.0	0.2682926829268293	0.04878048780487805	0.04878048780487805	0.0	0.04878048780487805	0.0	0.04878048780487805	0.2682926829268293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
