 	Auditory	Breast	Cancer	Cardiovascular	Connective tissue	Digestive	Visual	Endocrine	Hematologic	Immune	Inflammatory	Injury	Integumentary	Infectious	Metabolic	Musculoskeletal	Nervous	Nutritional	Otorhinolaryngologic	Poisoning	Psychiatric	Respiratory	Urinary
Tinospora	0.0	0.01567398119122257	0.04075235109717868	0.009404388714733543	0.034482758620689655	0.20376175548589343	0.0	0.18495297805642633	0.0438871473354232	0.05956112852664577	0.047021943573667714	0.006269592476489028	0.018808777429467086	0.06896551724137931	0.16927899686520376	0.03761755485893417	0.01567398119122257	0.006269592476489028	0.006269592476489028	0.0	0.006269592476489028	0.0219435736677116	0.003134796238244514
Hypericum	0.0	0.008865248226950355	0.03368794326241135	0.015957446808510637	0.013297872340425532	0.047872340425531915	0.0	0.03634751773049645	0.010638297872340425	0.02304964539007092	0.031914893617021274	0.012411347517730497	0.026595744680851064	0.022163120567375887	0.028368794326241134	0.02127659574468085	0.3324468085106383	0.007978723404255319	0.0035460992907801418	0.0	0.30319148936170215	0.010638297872340425	0.00975177304964539
Melilotus	0.0	0.0	0.0125	0.0625	0.05	0.0125	0.0	0.0125	0.05	0.075	0.1125	0.0	0.05	0.1125	0.025	0.05	0.175	0.025	0.0125	0.0	0.0875	0.0125	0.0625
Uncaria	0.0	0.03428571428571429	0.07428571428571429	0.05714285714285714	0.08	0.04	0.0	0.017142857142857144	0.02857142857142857	0.10857142857142857	0.09142857142857143	0.005714285714285714	0.011428571428571429	0.022857142857142857	0.04	0.09714285714285714	0.17714285714285713	0.005714285714285714	0.0	0.0	0.05142857142857143	0.03428571428571429	0.022857142857142857
Phyllanthus	0.0	0.01092896174863388	0.04918032786885246	0.012295081967213115	0.017759562841530054	0.20218579234972678	0.0	0.1885245901639344	0.02185792349726776	0.04781420765027322	0.09562841530054644	0.006830601092896175	0.07240437158469945	0.1092896174863388	0.06284153005464481	0.01912568306010929	0.01366120218579235	0.00273224043715847	0.009562841530054645	0.0	0.00546448087431694	0.025956284153005466	0.025956284153005466
Paspalum	0.0	0.017543859649122806	0.017543859649122806	0.017543859649122806	0.0	0.017543859649122806	0.0	0.017543859649122806	0.017543859649122806	0.14035087719298245	0.15789473684210525	0.0	0.017543859649122806	0.05263157894736842	0.017543859649122806	0.017543859649122806	0.07017543859649122	0.0	0.14035087719298245	0.017543859649122806	0.05263157894736842	0.21052631578947367	0.0
Tetradium	0.0	0.0	0.0449438202247191	0.06741573033707865	0.011235955056179775	0.12359550561797752	0.0	0.1348314606741573	0.033707865168539325	0.0898876404494382	0.06741573033707865	0.0	0.011235955056179775	0.07865168539325842	0.0898876404494382	0.033707865168539325	0.07865168539325842	0.07865168539325842	0.0	0.0	0.0449438202247191	0.011235955056179775	0.0
Huperzia	0.0	0.0	0.0	0.0	0.0	0.023255813953488372	0.0	0.0	0.0	0.0	0.0	0.023255813953488372	0.0	0.0	0.0	0.0	0.4883720930232558	0.0	0.0	0.0	0.46511627906976744	0.0	0.0
Avicennia	0.0	0.06382978723404255	0.10638297872340426	0.0	0.0851063829787234	0.1276595744680851	0.0	0.0851063829787234	0.0	0.10638297872340426	0.06382978723404255	0.02127659574468085	0.0425531914893617	0.10638297872340426	0.0851063829787234	0.0851063829787234	0.0	0.02127659574468085	0.0	0.0	0.0	0.0	0.0
Eleutherococcus	0.0	0.016304347826086956	0.05434782608695652	0.07065217391304347	0.05434782608695652	0.09239130434782608	0.0	0.08695652173913043	0.016304347826086956	0.05434782608695652	0.043478260869565216	0.03260869565217391	0.005434782608695652	0.04891304347826087	0.10869565217391304	0.06521739130434782	0.11956521739130435	0.02717391304347826	0.005434782608695652	0.0	0.043478260869565216	0.04891304347826087	0.005434782608695652
Veratrum	0.0	0.0	0.01282051282051282	0.2948717948717949	0.0	0.02564102564102564	0.0	0.10256410256410256	0.0	0.01282051282051282	0.0641025641025641	0.0	0.05128205128205128	0.02564102564102564	0.0	0.0	0.14102564102564102	0.0	0.01282051282051282	0.0	0.08974358974358974	0.01282051282051282	0.15384615384615385
Brucea	0.0	0.0	0.18857142857142858	0.005714285714285714	0.011428571428571429	0.18857142857142858	0.0	0.12571428571428572	0.045714285714285714	0.06285714285714286	0.08571428571428572	0.005714285714285714	0.011428571428571429	0.14857142857142858	0.011428571428571429	0.011428571428571429	0.02857142857142857	0.0	0.0	0.0	0.005714285714285714	0.06285714285714286	0.0
Epimedium	0.0	0.0390625	0.0859375	0.0625	0.203125	0.03125	0.0	0.0390625	0.015625	0.03125	0.015625	0.0078125	0.0	0.015625	0.03125	0.2265625	0.078125	0.015625	0.0	0.0	0.046875	0.0234375	0.03125
Echinacea	0.0	0.0125	0.0625	0.00625	0.0125	0.04375	0.0	0.025	0.01875	0.05	0.1625	0.0	0.01875	0.25	0.00625	0.03125	0.00625	0.00625	0.1125	0.0	0.0	0.16875	0.00625
Tilia	0.0	0.0	0.038461538461538464	0.0	0.0	0.038461538461538464	0.0	0.038461538461538464	0.0	0.038461538461538464	0.23076923076923078	0.0	0.038461538461538464	0.038461538461538464	0.0	0.0	0.07692307692307693	0.0	0.19230769230769232	0.0	0.038461538461538464	0.19230769230769232	0.038461538461538464
Psidium	0.0	0.01996007984031936	0.04790419161676647	0.021956087824351298	0.015968063872255488	0.2155688622754491	0.0	0.15169660678642716	0.02594810379241517	0.031936127744510975	0.08383233532934131	0.00998003992015968	0.017964071856287425	0.10578842315369262	0.13972055888223553	0.043912175648702596	0.015968063872255488	0.00998003992015968	0.0	0.0	0.011976047904191617	0.007984031936127744	0.021956087824351298
Curcuma	0.0005370569280343716	0.01664876476906552	0.07679914070891515	0.03383458646616541	0.047261009667024706	0.14822771213748656	0.0	0.1079484425349087	0.01611170784103115	0.08216970998925886	0.08055853920515575	0.011815252416756176	0.024167561761546726	0.040279269602577876	0.08485499462943072	0.07250268528464017	0.06928034371643395	0.018259935553168637	0.001611170784103115	0.0	0.034371643394199784	0.017185821697099892	0.015574650912996778
Syzygium	0.0	0.008547008547008548	0.021367521367521368	0.008547008547008548	0.01282051282051282	0.1452991452991453	0.0	0.09401709401709402	0.029914529914529916	0.03418803418803419	0.09829059829059829	0.004273504273504274	0.0641025641025641	0.17094017094017094	0.07692307692307693	0.05555555555555555	0.07264957264957266	0.01282051282051282	0.004273504273504274	0.0	0.05128205128205128	0.029914529914529916	0.004273504273504274
Glycyrrhiza	0.0	0.03829787234042553	0.08297872340425531	0.03829787234042553	0.031914893617021274	0.13829787234042554	0.0	0.08723404255319149	0.019148936170212766	0.05531914893617021	0.08085106382978724	0.05106382978723404	0.03829787234042553	0.06382978723404255	0.04042553191489362	0.0425531914893617	0.05531914893617021	0.02127659574468085	0.006382978723404255	0.0	0.029787234042553193	0.0574468085106383	0.02127659574468085
Melissa	0.0	0.009852216748768473	0.04433497536945813	0.019704433497536946	0.019704433497536946	0.06896551724137931	0.0	0.06403940886699508	0.024630541871921183	0.019704433497536946	0.034482758620689655	0.034482758620689655	0.024630541871921183	0.07389162561576355	0.07389162561576355	0.024630541871921183	0.21182266009852216	0.03940886699507389	0.0	0.0049261083743842365	0.1724137931034483	0.009852216748768473	0.024630541871921183
Melia	0.0	0.010101010101010102	0.010101010101010102	0.0	0.020202020202020204	0.0707070707070707	0.0	0.08080808080808081	0.09090909090909091	0.13131313131313133	0.050505050505050504	0.010101010101010102	0.050505050505050504	0.30303030303030304	0.020202020202020204	0.0707070707070707	0.030303030303030304	0.0	0.0	0.0	0.0	0.050505050505050504	0.0
Boswellia	0.0	0.013123359580052493	0.04461942257217848	0.007874015748031496	0.09711286089238845	0.12073490813648294	0.0	0.04199475065616798	0.010498687664041995	0.1732283464566929	0.17060367454068243	0.005249343832020997	0.01837270341207349	0.06824146981627296	0.028871391076115485	0.12598425196850394	0.028871391076115485	0.0	0.0	0.0	0.007874015748031496	0.026246719160104987	0.010498687664041995
Patrinia	0.0	0.018518518518518517	0.2037037037037037	0.037037037037037035	0.0	0.2037037037037037	0.0	0.037037037037037035	0.05555555555555555	0.1111111111111111	0.09259259259259259	0.0	0.018518518518518517	0.037037037037037035	0.037037037037037035	0.05555555555555555	0.018518518518518517	0.0	0.018518518518518517	0.0	0.0	0.018518518518518517	0.037037037037037035
Angelica	0.0	0.038461538461538464	0.08076923076923077	0.075	0.04423076923076923	0.08269230769230769	0.0	0.05576923076923077	0.03653846153846154	0.06538461538461539	0.09230769230769231	0.025	0.026923076923076925	0.038461538461538464	0.04807692307692308	0.05961538461538462	0.09807692307692308	0.011538461538461539	0.013461538461538462	0.0	0.032692307692307694	0.04423076923076923	0.03076923076923077
Pergularia	0.0	0.0	0.07692307692307693	0.07692307692307693	0.0	0.07692307692307693	0.0	0.07692307692307693	0.07692307692307693	0.07692307692307693	0.07692307692307693	0.0	0.15384615384615385	0.23076923076923078	0.07692307692307693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thymus	0.0	0.053061224489795916	0.07755102040816327	0.02857142857142857	0.02857142857142857	0.07755102040816327	0.0	0.04897959183673469	0.0163265306122449	0.04081632653061224	0.15510204081632653	0.004081632653061225	0.044897959183673466	0.1510204081632653	0.04081632653061224	0.04081632653061224	0.044897959183673466	0.0	0.0163265306122449	0.0	0.02857142857142857	0.09795918367346938	0.004081632653061225
Toona	0.0	0.0	0.14285714285714285	0.017857142857142856	0.03571428571428571	0.17857142857142858	0.0	0.125	0.017857142857142856	0.05357142857142857	0.07142857142857142	0.017857142857142856	0.017857142857142856	0.08928571428571429	0.08928571428571429	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.07142857142857142	0.0
Echinochloa	0.0	0.0	0.3125	0.0	0.0625	0.0625	0.0	0.0	0.1875	0.125	0.0	0.0	0.0	0.0625	0.0625	0.0625	0.0	0.0	0.0	0.0	0.0	0.0625	0.0
Petasites	0.0	0.0	0.031746031746031744	0.14285714285714285	0.0	0.047619047619047616	0.0	0.031746031746031744	0.015873015873015872	0.1111111111111111	0.1111111111111111	0.031746031746031744	0.0	0.0	0.015873015873015872	0.015873015873015872	0.15873015873015872	0.015873015873015872	0.1111111111111111	0.0	0.0	0.15873015873015872	0.0
Fritillaria	0.0	0.022727272727272728	0.11363636363636363	0.0	0.0	0.09090909090909091	0.0	0.09090909090909091	0.06818181818181818	0.06818181818181818	0.09090909090909091	0.022727272727272728	0.0	0.11363636363636363	0.0	0.06818181818181818	0.0	0.0	0.0	0.0	0.0	0.22727272727272727	0.022727272727272728
Melaleuca	0.0	0.0	0.0	0.0	0.0196078431372549	0.06862745098039216	0.0	0.0392156862745098	0.00980392156862745	0.049019607843137254	0.22549019607843138	0.00980392156862745	0.12745098039215685	0.3137254901960784	0.0	0.06862745098039216	0.00980392156862745	0.0	0.00980392156862745	0.0	0.00980392156862745	0.0392156862745098	0.0
Cullen	0.0	0.0	0.08333333333333333	0.011363636363636364	0.125	0.08333333333333333	0.0	0.07196969696969698	0.011363636363636364	0.08712121212121213	0.07575757575757576	0.0	0.08333333333333333	0.03409090909090909	0.03787878787878788	0.13636363636363635	0.06439393939393939	0.007575757575757576	0.0	0.0	0.03409090909090909	0.041666666666666664	0.011363636363636364
Aesculus	0.0	0.044444444444444446	0.044444444444444446	0.4444444444444444	0.022222222222222223	0.044444444444444446	0.0	0.08888888888888889	0.044444444444444446	0.044444444444444446	0.0	0.0	0.0	0.044444444444444446	0.06666666666666667	0.044444444444444446	0.0	0.044444444444444446	0.0	0.0	0.0	0.0	0.022222222222222223
Hibiscus	0.0	0.00881057268722467	0.037444933920704845	0.06167400881057269	0.0022026431718061676	0.14096916299559473	0.0022026431718061676	0.16519823788546256	0.01762114537444934	0.046255506607929514	0.06387665198237885	0.004405286343612335	0.04185022026431718	0.08370044052863436	0.16079295154185022	0.01762114537444934	0.030837004405286344	0.048458149779735685	0.004405286343612335	0.0	0.0	0.01762114537444934	0.04405286343612335
Mucuna	0.0	0.0053475935828877	0.016042780748663103	0.0213903743315508	0.0106951871657754	0.0962566844919786	0.0	0.09090909090909091	0.016042780748663103	0.016042780748663103	0.016042780748663103	0.0053475935828877	0.0053475935828877	0.0106951871657754	0.3315508021390374	0.0106951871657754	0.3048128342245989	0.0053475935828877	0.0	0.0	0.0213903743315508	0.0	0.016042780748663103
Actaea	0.0	0.1935483870967742	0.17511520737327188	0.03225806451612903	0.11981566820276497	0.07373271889400922	0.0	0.06912442396313365	0.004608294930875576	0.04608294930875576	0.018433179723502304	0.0	0.03225806451612903	0.02304147465437788	0.009216589861751152	0.12442396313364056	0.03686635944700461	0.0	0.004608294930875576	0.0	0.009216589861751152	0.004608294930875576	0.02304147465437788
Origanum	0.0	0.07042253521126761	0.09859154929577464	0.056338028169014086	0.014084507042253521	0.14084507042253522	0.0	0.08450704225352113	0.014084507042253521	0.028169014084507043	0.07042253521126761	0.056338028169014086	0.056338028169014086	0.1267605633802817	0.11267605633802817	0.014084507042253521	0.0	0.056338028169014086	0.0	0.0	0.0	0.0	0.0
Terminalia	0.0	0.015060240963855422	0.03614457831325301	0.14457831325301204	0.02108433734939759	0.14759036144578314	0.0	0.1144578313253012	0.015060240963855422	0.05120481927710843	0.08132530120481928	0.02108433734939759	0.018072289156626505	0.04216867469879518	0.10240963855421686	0.0572289156626506	0.0391566265060241	0.009036144578313253	0.018072289156626505	0.0	0.015060240963855422	0.030120481927710843	0.02108433734939759
Pottia	0.0	0.005434782608695652	0.02717391304347826	0.0	0.03260869565217391	0.021739130434782608	0.0	0.016304347826086956	0.021739130434782608	0.021739130434782608	0.2826086956521739	0.0	0.016304347826086956	0.07065217391304347	0.016304347826086956	0.3423913043478261	0.0	0.0	0.021739130434782608	0.0	0.0	0.03804347826086957	0.06521739130434782
Clinopodium	0.0	0.0	0.08620689655172414	0.017241379310344827	0.0	0.13793103448275862	0.0	0.1206896551724138	0.13793103448275862	0.06896551724137931	0.08620689655172414	0.034482758620689655	0.08620689655172414	0.1206896551724138	0.06896551724137931	0.0	0.0	0.0	0.017241379310344827	0.0	0.0	0.017241379310344827	0.0
Crocus	0.0	0.014778325123152709	0.034482758620689655	0.059113300492610835	0.029556650246305417	0.06403940886699508	0.0	0.059113300492610835	0.009852216748768473	0.029556650246305417	0.029556650246305417	0.0	0.014778325123152709	0.019704433497536946	0.04926108374384237	0.029556650246305417	0.27586206896551724	0.0	0.009852216748768473	0.0	0.19704433497536947	0.04926108374384237	0.024630541871921183
Isatis	0.0	0.0	0.046511627906976744	0.03488372093023256	0.023255813953488372	0.05813953488372093	0.0	0.046511627906976744	0.023255813953488372	0.046511627906976744	0.10465116279069768	0.011627906976744186	0.03488372093023256	0.27906976744186046	0.0	0.03488372093023256	0.046511627906976744	0.0	0.011627906976744186	0.0	0.0	0.18604651162790697	0.011627906976744186
Atractylodes	0.0	0.0	0.09782608695652174	0.010869565217391304	0.03260869565217391	0.14130434782608695	0.010869565217391304	0.08695652173913043	0.043478260869565216	0.09782608695652174	0.09782608695652174	0.0	0.010869565217391304	0.05434782608695652	0.05434782608695652	0.06521739130434782	0.07608695652173914	0.043478260869565216	0.0	0.0	0.03260869565217391	0.010869565217391304	0.03260869565217391
Morinda	0.0	0.01775147928994083	0.03550295857988166	0.0650887573964497	0.029585798816568046	0.14792899408284024	0.005917159763313609	0.14201183431952663	0.05325443786982249	0.07100591715976332	0.05917159763313609	0.011834319526627219	0.029585798816568046	0.09467455621301775	0.08875739644970414	0.03550295857988166	0.07100591715976332	0.0	0.0	0.0	0.01775147928994083	0.01775147928994083	0.005917159763313609
Clausena	0.0	0.0	0.0	0.0	0.023809523809523808	0.16666666666666666	0.0	0.09523809523809523	0.047619047619047616	0.047619047619047616	0.11904761904761904	0.047619047619047616	0.09523809523809523	0.19047619047619047	0.047619047619047616	0.047619047619047616	0.023809523809523808	0.0	0.0	0.0	0.0	0.047619047619047616	0.0
Rhodiola	0.0	0.03070175438596491	0.06578947368421052	0.10087719298245613	0.008771929824561403	0.07894736842105263	0.0	0.07456140350877193	0.013157894736842105	0.03070175438596491	0.03508771929824561	0.0	0.0043859649122807015	0.039473684210526314	0.05263157894736842	0.02631578947368421	0.18859649122807018	0.008771929824561403	0.0043859649122807015	0.0	0.15789473684210525	0.05701754385964912	0.021929824561403508
Withania	0.0	0.034653465346534656	0.0952970297029703	0.03341584158415842	0.04702970297029703	0.09282178217821782	0.0049504950495049506	0.07673267326732673	0.0297029702970297	0.07549504950495049	0.05816831683168317	0.011138613861386138	0.017326732673267328	0.04084158415841584	0.06930693069306931	0.054455445544554455	0.14232673267326731	0.007425742574257425	0.0	0.0	0.0655940594059406	0.02599009900990099	0.017326732673267328
Cissus	0.0	0.0	0.0	0.0	0.0	0.1891891891891892	0.0	0.16216216216216217	0.02702702702702703	0.02702702702702703	0.02702702702702703	0.02702702702702703	0.05405405405405406	0.08108108108108109	0.21621621621621623	0.0	0.05405405405405406	0.08108108108108109	0.0	0.0	0.02702702702702703	0.02702702702702703	0.0
Barringtonia	0.0	0.03333333333333333	0.06666666666666667	0.03333333333333333	0.06666666666666667	0.13333333333333333	0.0	0.03333333333333333	0.03333333333333333	0.1	0.1	0.0	0.03333333333333333	0.06666666666666667	0.03333333333333333	0.13333333333333333	0.03333333333333333	0.0	0.0	0.0	0.0	0.1	0.0
Blumea	0.0	0.0	0.07142857142857142	0.023809523809523808	0.047619047619047616	0.11904761904761904	0.0	0.09523809523809523	0.09523809523809523	0.14285714285714285	0.047619047619047616	0.0	0.023809523809523808	0.07142857142857142	0.023809523809523808	0.09523809523809523	0.047619047619047616	0.023809523809523808	0.0	0.0	0.023809523809523808	0.0	0.047619047619047616
Warburgia	0.0	0.0	0.0	0.0	0.0	0.15151515151515152	0.0	0.12121212121212122	0.12121212121212122	0.12121212121212122	0.09090909090909091	0.0	0.06060606060606061	0.24242424242424243	0.0	0.0	0.0	0.0	0.030303030303030304	0.0	0.0	0.06060606060606061	0.0
Taraxacum	0.0	0.02912621359223301	0.06796116504854369	0.019417475728155338	0.009708737864077669	0.1650485436893204	0.0	0.17475728155339806	0.014563106796116505	0.05339805825242718	0.10194174757281553	0.009708737864077669	0.05825242718446602	0.0970873786407767	0.06796116504854369	0.014563106796116505	0.014563106796116505	0.03398058252427184	0.0048543689320388345	0.0	0.009708737864077669	0.02912621359223301	0.024271844660194174
Garcinia	0.0	0.02132701421800948	0.08056872037914692	0.02843601895734597	0.023696682464454975	0.14691943127962084	0.0	0.12559241706161137	0.026066350710900472	0.06872037914691943	0.08293838862559241	0.018957345971563982	0.04976303317535545	0.0924170616113744	0.08530805687203792	0.035545023696682464	0.04028436018957346	0.023696682464454975	0.002369668246445498	0.0	0.02132701421800948	0.014218009478672985	0.011848341232227487
Dendropanax	0.0	0.018518518518518517	0.037037037037037035	0.09259259259259259	0.018518518518518517	0.1111111111111111	0.0	0.16666666666666666	0.018518518518518517	0.07407407407407407	0.05555555555555555	0.0	0.05555555555555555	0.0	0.12962962962962962	0.037037037037037035	0.07407407407407407	0.037037037037037035	0.0	0.0	0.0	0.018518518518518517	0.05555555555555555
Malva	0.0	0.0	0.020833333333333332	0.041666666666666664	0.0	0.1875	0.0	0.125	0.0	0.041666666666666664	0.125	0.041666666666666664	0.020833333333333332	0.041666666666666664	0.125	0.041666666666666664	0.020833333333333332	0.0	0.020833333333333332	0.0	0.020833333333333332	0.041666666666666664	0.08333333333333333
Stephania	0.0	0.02158273381294964	0.07194244604316546	0.014388489208633094	0.08633093525179857	0.09352517985611511	0.0	0.06474820143884892	0.03597122302158273	0.1079136690647482	0.07194244604316546	0.007194244604316547	0.014388489208633094	0.1079136690647482	0.04316546762589928	0.08633093525179857	0.007194244604316547	0.007194244604316547	0.0	0.0	0.0	0.10071942446043165	0.05755395683453238
Biancaea	0.0	0.023529411764705882	0.047058823529411764	0.03529411764705882	0.09411764705882353	0.12941176470588237	0.0	0.03529411764705882	0.023529411764705882	0.08235294117647059	0.15294117647058825	0.011764705882352941	0.03529411764705882	0.10588235294117647	0.023529411764705882	0.09411764705882353	0.03529411764705882	0.0	0.011764705882352941	0.0	0.0	0.047058823529411764	0.011764705882352941
Anoectochilus	0.0	0.0	0.0	0.03508771929824561	0.05263157894736842	0.2982456140350877	0.0	0.2807017543859649	0.0	0.0	0.017543859649122806	0.0	0.0	0.017543859649122806	0.24561403508771928	0.05263157894736842	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Randia	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	0.14285714285714285	0.0	0.0	0.14285714285714285	0.14285714285714285	0.0	0.14285714285714285	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.14285714285714285	0.0	0.0
Dysosma	0.0	0.0	0.18181818181818182	0.045454545454545456	0.0	0.09090909090909091	0.0	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.0	0.045454545454545456	0.09090909090909091	0.0	0.0	0.0	0.0	0.18181818181818182	0.0	0.0	0.18181818181818182	0.0
Orthosiphon	0.0	0.0	0.03007518796992481	0.0	0.06766917293233082	0.16541353383458646	0.0	0.16541353383458646	0.0	0.06015037593984962	0.08270676691729323	0.007518796992481203	0.015037593984962405	0.015037593984962405	0.19548872180451127	0.07518796992481203	0.015037593984962405	0.015037593984962405	0.0	0.0	0.007518796992481203	0.0	0.08270676691729323
Elephantopus	0.0	0.014084507042253521	0.08450704225352113	0.0	0.028169014084507043	0.16901408450704225	0.0	0.1267605633802817	0.028169014084507043	0.056338028169014086	0.08450704225352113	0.014084507042253521	0.028169014084507043	0.09859154929577464	0.056338028169014086	0.04225352112676056	0.014084507042253521	0.0	0.028169014084507043	0.0	0.0	0.08450704225352113	0.04225352112676056
Limonium	0.0	0.0	0.0	0.030303030303030304	0.030303030303030304	0.15151515151515152	0.0	0.21212121212121213	0.06060606060606061	0.0	0.06060606060606061	0.0	0.030303030303030304	0.09090909090909091	0.09090909090909091	0.030303030303030304	0.030303030303030304	0.09090909090909091	0.030303030303030304	0.0	0.030303030303030304	0.030303030303030304	0.0
Zanthoxylum	0.0	0.0	0.05426356589147287	0.023255813953488372	0.05426356589147287	0.18604651162790697	0.0	0.07751937984496124	0.023255813953488372	0.09302325581395349	0.09302325581395349	0.007751937984496124	0.031007751937984496	0.13178294573643412	0.06201550387596899	0.08527131782945736	0.023255813953488372	0.015503875968992248	0.0	0.0	0.007751937984496124	0.031007751937984496	0.0
Stevia	0.0	0.008547008547008548	0.017094017094017096	0.008547008547008548	0.008547008547008548	0.23076923076923078	0.0	0.24786324786324787	0.0	0.0	0.008547008547008548	0.0	0.008547008547008548	0.02564102564102564	0.3162393162393162	0.06837606837606838	0.008547008547008548	0.02564102564102564	0.0	0.0	0.0	0.008547008547008548	0.008547008547008548
Ocimum	0.0	0.008547008547008548	0.042735042735042736	0.045584045584045586	0.014245014245014245	0.15669515669515668	0.002849002849002849	0.1225071225071225	0.02849002849002849	0.03133903133903134	0.07122507122507123	0.03133903133903134	0.022792022792022793	0.09971509971509972	0.1111111111111111	0.02849002849002849	0.08547008547008547	0.022792022792022793	0.0	0.0	0.03133903133903134	0.02849002849002849	0.014245014245014245
Alstroemeria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lavandula	0.0	0.0	0.016706443914081145	0.03818615751789976	0.01909307875894988	0.02386634844868735	0.002386634844868735	0.014319809069212411	0.002386634844868735	0.0405727923627685	0.04295942720763723	0.014319809069212411	0.03579952267303103	0.026252983293556086	0.03818615751789976	0.057279236276849645	0.31742243436754175	0.0	0.007159904534606206	0.0	0.2863961813842482	0.00954653937947494	0.007159904534606206
Ligusticum	0.0	0.0	0.0375	0.325	0.0375	0.0875	0.0	0.0625	0.025	0.025	0.075	0.0	0.0	0.05	0.025	0.0375	0.1625	0.0	0.0125	0.0	0.0	0.0375	0.0
Oldenlandia	0.0	0.06432748538011696	0.28654970760233917	0.005847953216374269	0.03508771929824561	0.17543859649122806	0.0	0.08187134502923976	0.05263157894736842	0.08187134502923976	0.03508771929824561	0.0	0.011695906432748537	0.023391812865497075	0.005847953216374269	0.07017543859649122	0.011695906432748537	0.0	0.0	0.0	0.005847953216374269	0.029239766081871343	0.023391812865497075
Fallopia	0.0	0.005917159763313609	0.023668639053254437	0.07100591715976332	0.029585798816568046	0.17159763313609466	0.0	0.15976331360946747	0.011834319526627219	0.05325443786982249	0.0650887573964497	0.0	0.05325443786982249	0.023668639053254437	0.07692307692307693	0.03550295857988166	0.10650887573964497	0.011834319526627219	0.0	0.0	0.08875739644970414	0.005917159763313609	0.005917159763313609
Cyclopia	0.0	0.2857142857142857	0.21428571428571427	0.0	0.0	0.07142857142857142	0.0	0.14285714285714285	0.0	0.0	0.07142857142857142	0.0	0.0	0.0	0.14285714285714285	0.0	0.0	0.07142857142857142	0.0	0.0	0.0	0.0	0.0
Pistacia	0.0	0.028089887640449437	0.06179775280898876	0.028089887640449437	0.02247191011235955	0.16853932584269662	0.0	0.07865168539325842	0.016853932584269662	0.10112359550561797	0.12359550561797752	0.016853932584269662	0.016853932584269662	0.12921348314606743	0.033707865168539325	0.05056179775280899	0.016853932584269662	0.0056179775280898875	0.0056179775280898875	0.0	0.011235955056179775	0.06741573033707865	0.016853932584269662
Alstonia	0.0	0.018691588785046728	0.06542056074766354	0.0	0.018691588785046728	0.1588785046728972	0.0	0.11214953271028037	0.09345794392523364	0.09345794392523364	0.08411214953271028	0.009345794392523364	0.009345794392523364	0.16822429906542055	0.009345794392523364	0.018691588785046728	0.028037383177570093	0.0	0.018691588785046728	0.0	0.0	0.09345794392523364	0.0
Swertia	0.0	0.0	0.01020408163265306	0.0	0.01020408163265306	0.2755102040816326	0.0	0.25510204081632654	0.02040816326530612	0.02040816326530612	0.11224489795918367	0.0	0.10204081632653061	0.10204081632653061	0.05102040816326531	0.02040816326530612	0.0	0.0	0.0	0.0	0.0	0.02040816326530612	0.0
Fridericia	0.0	0.013513513513513514	0.21621621621621623	0.0	0.02702702702702703	0.1891891891891892	0.0	0.13513513513513514	0.06756756756756757	0.04054054054054054	0.02702702702702703	0.013513513513513514	0.02702702702702703	0.05405405405405406	0.0	0.04054054054054054	0.013513513513513514	0.0	0.013513513513513514	0.0	0.013513513513513514	0.0945945945945946	0.013513513513513514
Cenostigma	0.0	0.0	0.0	0.0	0.03225806451612903	0.22580645161290322	0.0	0.12903225806451613	0.03225806451612903	0.06451612903225806	0.06451612903225806	0.0967741935483871	0.03225806451612903	0.0967741935483871	0.0967741935483871	0.03225806451612903	0.03225806451612903	0.0	0.0	0.0	0.03225806451612903	0.03225806451612903	0.0
Lonicera	0.0	0.005235602094240838	0.05759162303664921	0.015706806282722512	0.05235602094240838	0.1256544502617801	0.0	0.1099476439790576	0.005235602094240838	0.06806282722513089	0.08376963350785341	0.020942408376963352	0.05759162303664921	0.1099476439790576	0.06806282722513089	0.05235602094240838	0.031413612565445025	0.010471204188481676	0.02617801047120419	0.0	0.005235602094240838	0.08900523560209424	0.005235602094240838
Sauropus	0.0	0.024096385542168676	0.024096385542168676	0.0	0.060240963855421686	0.0	0.0	0.012048192771084338	0.0	0.024096385542168676	0.20481927710843373	0.0	0.04819277108433735	0.20481927710843373	0.012048192771084338	0.060240963855421686	0.0	0.012048192771084338	0.0	0.0	0.0	0.3132530120481928	0.0
Livistona	0.0	0.0	0.21428571428571427	0.0	0.0	0.21428571428571427	0.0	0.21428571428571427	0.07142857142857142	0.07142857142857142	0.0	0.07142857142857142	0.0	0.07142857142857142	0.0	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.0	0.0
