 	auditory system disorder	breast disorder	cancer or benign tumor	cardiovascular disorder	connective tissue disorder	digestive system disorder	disorder of visual system	endocrine system disorder	hematologic disorder	immune system disorder	inflammatory disease	injury	integumentary system disorder	infectious disease or post-infectious disorder	metabolic disease	musculoskeletal system disorder	nervous system disorder	nutritional disorder	otorhinolaryngologic disease	poisoning	psychiatric disorder	respiratory system disorder	urinary system disorder
Ximeniaceae	0.0	0.0	0.0	0.0	0.003355704697986577	0.0032546786004882017	0.0	0.000992063492063492	0.0031446540880503146	0.0035211267605633804	0.0024449877750611247	0.0	0.0	0.0048484848484848485	0.0	0.002008032128514056	0.0	0.0	0.013157894736842105	0.0	0.0	0.0031746031746031746	0.0
Krameriaceae	0.0	0.0	0.0	0.0	0.0	0.0016273393002441008	0.0	0.0	0.0	0.0	0.004889975550122249	0.0	0.0	0.0	0.0	0.002008032128514056	0.0	0.0	0.0	0.0	0.0	0.009523809523809525	0.0
Neckeraceae	0.0	0.0	0.0017953321364452424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012121212121212121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006349206349206349	0.0
Halimedaceae	0.0	0.0	0.0017953321364452424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002544529262086514	0.0012121212121212121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Staphyleaceae	0.0	0.009302325581395349	0.005385996409335727	0.0033112582781456954	0.003355704697986577	0.0008136696501220504	0.0	0.000992063492063492	0.0031446540880503146	0.0035211267605633804	0.0024449877750611247	0.0	0.002544529262086514	0.0012121212121212121	0.0014771048744460858	0.002008032128514056	0.0	0.0	0.013157894736842105	0.0	0.0	0.0031746031746031746	0.0
Calceolariaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012224938875305623	0.0	0.002544529262086514	0.0012121212121212121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0048543689320388345
Gelsemiaceae	0.0	0.004651162790697674	0.0017953321364452424	0.0	0.0	0.0	0.0	0.000992063492063492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036496350364963502	0.0	0.0	0.0	0.003703703703703704	0.0031746031746031746	0.0
Frullaniaceae	0.0	0.004651162790697674	0.0017953321364452424	0.0	0.0	0.0008136696501220504	0.0	0.0	0.0	0.0035211267605633804	0.0024449877750611247	0.012345679012345678	0.005089058524173028	0.0012121212121212121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Onocleaceae	0.0	0.0	0.0	0.0	0.003355704697986577	0.0008136696501220504	0.0	0.0	0.006289308176100629	0.0017605633802816902	0.0	0.006172839506172839	0.0	0.0	0.0	0.002008032128514056	0.0	0.0	0.0	0.0	0.0	0.0	0.0048543689320388345
Tamaricaceae	0.0	0.0	0.0	0.0	0.0	0.0024410089503661514	0.0	0.000992063492063492	0.0	0.0	0.0012224938875305623	0.012345679012345678	0.002544529262086514	0.0024242424242424242	0.0014771048744460858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0048543689320388345
Bartramiaceae	0.0	0.0	0.0	0.0	0.0	0.0008136696501220504	0.0	0.0	0.0	0.0017605633802816902	0.0012224938875305623	0.0	0.0	0.0012121212121212121	0.0	0.002008032128514056	0.0	0.0	0.0	0.0	0.0	0.0	0.0048543689320388345
Pentaphylacaceae	0.0	0.0	0.0	0.0	0.0	0.0032546786004882017	0.0	0.000992063492063492	0.0031446540880503146	0.0	0.004889975550122249	0.012345679012345678	0.005089058524173028	0.0048484848484848485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Monostromataceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024242424242424242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aongstroemiaceae	0.0	0.0	0.0	0.0	0.0	0.0008136696501220504	0.0	0.000992063492063492	0.0	0.0	0.0	0.0	0.0	0.0012121212121212121	0.0014771048744460858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Selenastraceae	0.0	0.0	0.0017953321364452424	0.0	0.0	0.0	0.0	0.000992063492063492	0.0	0.0	0.0	0.0	0.0	0.0024242424242424242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Haemodoraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006172839506172839	0.0	0.0012121212121212121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Stilbaceae	0.0	0.0	0.0	0.0	0.0	0.0008136696501220504	0.0	0.000992063492063492	0.0	0.0	0.0012224938875305623	0.0	0.002544529262086514	0.0012121212121212121	0.0014771048744460858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mazaceae	0.0	0.0	0.0	0.0	0.0	0.0008136696501220504	0.1	0.0	0.0	0.0	0.0012224938875305623	0.0	0.002544529262086514	0.0	0.0	0.0	0.0012165450121654502	0.0	0.0	0.0	0.0	0.0	0.0
Ehretiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012121212121212121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
